frame,y,x,A,bg,x0,y0,x_std,y_std,sigma,niter,neglogL,retcode,xy_std,particle,step_length,step_sigma,prob_mobile,motion,track_id
0,334.2136245001404,557.3242287059923,30.071877178543705,105.72722100155329,557,334,0.35723203033066414,0.39383098266509736,1.8353302022015172,6,20.57691439809103,0,0.5317119204993667,1,,,,mobile,1
1,335.1619306298545,559.4270371328096,37.03031540533124,106.16895492878174,559,335,0.23688353892810943,0.24578833238965248,1.6490109002589364,7,16.922206383347728,0,0.34135863157973817,1,2.3067483164721967,0.631857010529373,0.9987239253686123,mobile,1
2,334.4182138138419,558.6944411434403,70.51268625465224,104.10441688566172,559,334,0.13268714731326597,0.12975717989750812,1.4532636341908916,4,14.235295542034486,0,0.1855877280347131,1,1.043940413079204,0.3885466769270818,0.9729319200950872,mobile,1
3,334.1214938049331,557.7843027887533,67.01651142529961,105.41181062448607,558,334,0.14036632473832025,0.13804493180401745,1.3401174544027892,4,18.507274202654337,0,0.19687333064008292,1,0.9572850089493439,0.27055852068343006,0.9980875349856203,mobile,1
4,334.91839448904096,556.4561783278722,49.86922906925557,105.06309173429534,556,335,0.18114029119811126,0.17957477861165888,1.4781919508485075,4,18.341604278035227,0,0.2550664740979552,1,1.5488593493026728,0.3222080298907559,0.999990399585763,mobile,1
5,335.8446391443482,555.2526966847689,44.53187484718719,103.92337559160691,556,336,0.20864945787218683,0.19708563016520003,1.6680158185462406,6,14.380192082523049,0,0.2870145325379387,1,1.5186498038625482,0.3839742805146385,0.999598915010931,mobile,1
6,336.9730270760532,551.2360499675297,79.28357553804217,111.04236672573447,551,337,0.13480898987351642,0.13039960603006326,1.46913829694559,5,61.63077420535732,0,0.1875567140987322,1,4.172134966120638,0.342862746432862,1.0,mobile,1
7,336.3764652010965,549.5692531020474,110.61909603062408,114.33532984450298,550,336,0.13932252468542547,0.12451070241120026,1.50458414180149,11,132.67545147717044,0,0.18685202942342227,1,1.770338346597472,0.2647474303995509,0.9999999998048562,mobile,1
0,333.5148891269603,705.784043319348,50.79338777586206,104.47006199926565,706,334,0.1741862079943643,0.19672101844834095,1.518215636238952,6,15.832570518465193,0,0.26275462727573123,2,,,,mobile,2
1,333.24393323842537,706.3871085221018,32.453990500439446,102.32620640556148,706,333,0.27544966919310165,0.2669641688248199,1.8470558154226808,6,16.95319890461375,0,0.3835914332918764,2,0.6611389659551377,0.46495417177365395,0.6361315555125604,mobile,2
2,332.02847523004664,706.7601717517377,45.93078610049694,103.73816894344851,707,332,0.19193186190254644,0.19974091070275013,1.541892839217002,6,15.919099681987795,0,0.27700951431628146,2,1.2714221735672169,0.47315606169281843,0.972955696183596,mobile,2
3,331.4661700568065,706.5515715766177,37.369696582275516,102.12434259098383,707,331,0.2463912416462343,0.22902252711427445,1.8137101369954527,7,14.747244128038565,0,0.33639257109184445,2,0.5997508990512143,0.4357685542894574,0.6121393587842248,mobile,2
4,331.3524735461256,706.1670325566616,49.56525130544113,102.8200632129196,706,331,0.19182319011505564,0.16928258292703216,1.626556506440426,5,16.81231053609699,0,0.2558373099224668,2,0.40099520497102864,0.42262594694853506,0.36245347317602117,mobile,2
5,331.43840673269153,705.9040740615924,58.7956260877382,102.79538933882594,706,331,0.15920174752640637,0.15851501665466375,1.8256497267387708,7,19.887429562162737,0,0.22466020324145075,2,0.27664360228000845,0.34047751184014236,0.2811420779884328,mobile,2
6,331.575093496201,706.3238439455725,74.79134396478564,103.20424090713252,706,331,0.127484512960471,0.12066822025036426,1.5886279593790802,4,17.16961726102005,0,0.17553666404246981,2,0.44146350564392145,0.28510581780042454,0.6984447427468387,mobile,2
7,332.13032209025124,706.1481166283727,60.25744403177503,104.77645548899736,706,332,0.15216441506807826,0.15889850483314696,1.6843391107263364,6,24.20434672984375,0,0.2200062363916533,2,0.5823734898338382,0.28145313015558904,0.8824305139165013,mobile,2
8,332.28173251241816,705.91234234572,52.30407484314726,103.04012314109576,706,332,0.17561799544675982,0.17193660261228444,1.8317789546450869,6,17.783299283984125,0,0.2457719993054391,2,0.28020461862919455,0.3298584843441393,0.302880859895026,mobile,2
9,331.36550280087357,706.6835465932494,52.36991967103341,102.75212912192428,707,331,0.18457996549852174,0.16458957546973918,1.7772058256009218,7,20.831610339187133,0,0.24730445207627066,2,1.1975946207813288,0.348659386306087,0.9972581331335127,mobile,2
10,331.69566043745647,706.0553985379672,52.92028025728743,105.19070750836451,706,332,0.18628748263037917,0.16447420368094462,1.6902353271519943,6,19.521107465603972,0,0.24850511033225187,2,0.7096295120334082,0.35059133172112106,0.8710688237506228,mobile,2
11,332.76437118057845,705.795839943397,48.37504274028019,102.4024556309291,706,333,0.18406088656712427,0.187152750282551,1.872775398606778,4,19.244739501997604,0,0.26249678455592307,2,1.0997787579688905,0.36146832746928653,0.990230586459425,mobile,2
12,333.27325565535205,705.4677542871307,38.682667705675094,103.86494524942377,706,333,0.2459611935814423,0.22354807759493037,1.8684735021471,7,14.314240999597086,0,0.3323712558937622,2,0.6054779983726254,0.42352711087555595,0.640086073424808,mobile,2
13,332.6392781288307,705.9099353256511,62.29379713458081,104.31303877656097,706,333,0.15234643044422014,0.14522685955830322,1.5856631246032191,5,19.510714855058914,0,0.21047630651990912,2,0.7729499174985993,0.39340936357776174,0.8548685854683283,mobile,2
14,332.14295268248213,705.9596648028179,75.05398489914566,105.28719020237841,706,332,0.12248975719048925,0.12661876183246465,1.447789138626057,4,13.014690275747013,0,0.17617051814810394,2,0.4988105548125454,0.2744746383016729,0.808207506366604,mobile,2
15,332.3279688815003,705.6792469966092,91.08270460797316,104.42059163101648,706,332,0.10259794335814226,0.11221744546661822,1.3846815146109166,5,23.76333424616906,0,0.15204964007972527,2,0.3359540741500388,0.23271257918931976,0.6472704712274098,mobile,2
16,332.22609015597163,704.7981045583089,95.30965570446487,103.81744626612657,705,332,0.0976112036880552,0.10760574596827055,1.4725355447683017,4,20.909441508499135,0,0.14528228952910596,2,0.8870125541891827,0.21029987327431504,0.9998629430386199,mobile,2
17,331.66393168696294,705.4492561668197,131.9836550420439,102.75312315163642,706,332,0.07573426747292107,0.07555330107533463,1.3592385197225785,4,16.828484515296182,0,0.1069765421624765,2,0.8602444777762276,0.180418746874761,0.9999884302958089,mobile,2
18,331.7317118898842,705.3171327206037,117.16160173693491,103.48425690694833,705,332,0.08474369690692879,0.08365875836282313,1.3714350433620046,4,19.02437121365332,0,0.11908098931509867,2,0.14849498627243252,0.16007580263519766,0.34966725527809184,mobile,2
19,331.77144901356553,705.1129432742417,148.2865719896418,103.85440501268103,705,332,0.0689007087141337,0.06982258125509377,1.3094966850693945,4,18.437647027779054,0,0.0980943449666395,2,0.2080201168254447,0.15428150417563577,0.5970638277722348,mobile,2
0,334.9617607623709,455.6159143279257,120.82645392144768,120.86316715540869,456,335,0.08588369274227893,0.09113209797373052,1.377116618589719,6,96.68599993287083,0,0.12522407100930633,3,,,,mobile,3
1,334.1631160569697,455.22188887576596,87.22228471596351,114.9068025768448,455,334,0.11725669173629723,0.10992184659686231,1.5419705127280234,6,76.70895876099405,0,0.16072319097194768,3,0.8905556818161228,0.2037474222569428,0.9999289622533892,mobile,3
2,334.9895006946984,454.7254284813926,91.51598032083865,117.08444288107873,454,335,0.11546440045506445,0.10908593744189445,1.6538038601987433,10,91.8758749889436,0,0.158845111728452,3,0.9640458975874923,0.22597281614439726,0.9998883614186658,mobile,3
3,333.52197142977536,454.6635579055461,108.66267833514826,111.75891564287963,454,333,0.09924856742867262,0.08919426130084608,1.4774241306382148,6,49.34507750153864,0,0.13343872895695383,3,1.4688329079786808,0.20745520939632195,0.9999999999869849,mobile,3
4,333.7745864525575,454.9024225235797,101.03667541395843,112.80176420013285,455,333,0.0997605923907577,0.0991015142314365,1.6014184004907548,6,43.86517512301528,0,0.1406175163950726,3,0.34766457323626215,0.1938535021679152,0.799754875134813,mobile,3
5,333.31461308445296,455.99105639419093,70.93167170438842,115.68218388642342,456,333,0.14311515937466318,0.14469002995428265,1.6691853868493436,19,72.68387152283023,0,0.20351204782765675,3,1.1818202924334587,0.24736701382384227,0.9999889460647908,mobile,3
6,333.73636875579575,457.3660545011498,55.015443233753224,117.80560714456058,458,333,0.17598564514328655,0.1789554644434457,1.5996841255282326,10,88.83011231387604,0,0.25099005070055697,3,1.4382272561908453,0.32313025107791227,0.9999500930042217,mobile,3
0,335.72134524595225,521.9164552003562,63.0902739647141,113.18675064299764,522,335,0.1537888448358187,0.14702321835955956,1.7132782630967025,7,27.02408821530971,0,0.21276004214311073,4,,,,mobile,4
1,335.3057393144553,522.0035928599359,71.7011393909362,114.09398464402435,522,335,0.13307199587215843,0.13614506078042568,1.4725974501839558,4,26.28752177916275,0,0.19037760808536688,4,0.4246425108399735,0.2855003838754754,0.669160965518525,mobile,4
2,335.30637748980405,521.3739388672748,85.17467426828432,113.76312676084967,521,335,0.11487246321749377,0.11878329853254548,1.4006220707879165,6,34.27881059387238,0,0.165242714864911,4,0.6296543160670639,0.252088850360804,0.9558150695474601,mobile,4
3,335.4333909681916,521.760118943913,84.6261412466929,114.07152980753568,522,335,0.11426120113502598,0.11687428897029595,1.391478595330577,4,31.01608211947241,0,0.16344791680266563,4,0.4065310262260262,0.23242283950390372,0.7833944222660074,mobile,4
4,334.89334863923625,522.32376465868,83.53256427474093,113.07006863180005,522,335,0.11646774221624753,0.11779850091096315,1.3917809934337741,4,25.225643950390477,0,0.16565392175804494,4,0.7806037463648107,0.2327153697136302,0.9963961736134906,mobile,4
5,334.7871640657083,522.0582879331902,61.66466447111619,112.72989952313071,522,335,0.16224798887356207,0.16866753428570558,1.5495358351858126,4,38.96249036407108,0,0.23403663605413402,4,0.2859249122272069,0.2867304811305482,0.39176529769656443,mobile,4
0,335.31214610732627,383.72101212648045,130.99562777088357,117.12757962038424,384,336,0.07718412078480509,0.08368201336327324,1.3624675826707564,6,60.70404828470785,0,0.11384229381848568,5,,,,mobile,5
1,335.56711843947744,384.5419906599232,144.1334590555443,114.58901514104295,385,336,0.07391786655587436,0.07194676502600975,1.3506002692651056,4,31.357425690916184,0,0.10315128692304283,5,0.859660771779454,0.1536237476946007,0.9999998414130026,mobile,5
2,335.422239793187,384.9411740384424,147.68889851425075,116.81413363592368,385,336,0.07382500386968337,0.07022160202888883,1.4054334523237324,6,64.81857566010213,0,0.1018881965090285,5,0.4246612671729633,0.1449875600930725,0.9862864804264633,mobile,5
3,335.5046967121565,384.490672571123,120.6978180579213,118.38619238960206,385,335,0.08865008165135196,0.08501248512500129,1.4452249661033763,4,45.928289681793295,0,0.12282491442667459,5,0.4579854970879131,0.15958434820427203,0.9837239710323349,mobile,5
4,335.08157838498784,384.00513736537215,83.27378497917917,124.30230366272241,384,335,0.13395482137495407,0.1572996265542347,1.4694133568740533,4,104.6802446047491,0,0.20660848647550167,5,0.6440291568007865,0.24036020113075604,0.9723928846747908,mobile,5
5,333.4531496706664,384.9907174663005,94.3832284882359,118.35704656325284,385,334,0.11528626843070217,0.10508074334109992,1.5843518006256851,6,47.6313361036323,0,0.15599001990446065,5,1.9034569112466264,0.25888212181124365,0.9999999999981767,mobile,5
6,334.3396209896265,384.7775524891066,82.54202316738031,118.84961823615394,385,334,0.12124206113083873,0.12246178885114635,1.5450838060646654,4,36.58934769979153,0,0.17232680324278282,5,0.9117404821773293,0.23244227977214219,0.9995438828145317,mobile,5
7,334.62060306964196,384.04047347917054,79.7145467225233,118.92690020001848,384,335,0.11860753863605689,0.1304536594726553,1.4665338396515013,6,58.708683448327726,0,0.17631195504307481,5,0.7888196220798063,0.24654093495196294,0.9940153329259055,mobile,5
8,333.20078804770384,384.1968133060526,63.69338342504019,118.60433319067015,384,333,0.14529497689716958,0.16969528894740762,1.5411072948081468,6,44.98536743921827,0,0.22339901835615394,5,1.428396596884303,0.2845927386522791,0.9999966132260002,mobile,5
9,331.36593523010447,384.0117265248346,50.51956511742979,119.47926256682133,384,331,0.19153899863624238,0.21522380127626164,1.5581176482575676,5,42.94824289795404,0,0.28811190991414815,5,1.8441643036437887,0.36457590984165616,0.9999972215445824,mobile,5
10,330.73254052118375,383.4349683505568,53.28168239627628,116.87771759013678,384,331,0.17383944730438244,0.18781888258965077,2.082655259360856,10,39.566812078744526,0,0.25592203128358876,5,0.856643945221723,0.385362892259616,0.9154795723322916,mobile,5
11,331.8828007639434,385.5056646185728,48.42302691986518,118.03364975345261,386,332,0.22579683617344334,0.18332159021549602,1.3371355842819266,9,43.69808535635013,0,0.2908453483641694,5,2.368729967820057,0.3874107674825175,0.9999999923769147,mobile,5
12,332.69874385707135,385.61610470803987,43.49230483911847,114.60587330585321,385,333,0.21570257819846173,0.2137094509898356,1.6783894592714714,5,37.927954432613085,0,0.3036434285207576,5,0.8233833521420577,0.4204644436202846,0.8530132414677809,mobile,5
13,332.1682953976122,385.3986523837927,38.30566478665068,113.20746439486041,385,333,0.28474172760953115,0.23432417552823284,2.0920022314305675,21,40.21374041749435,0,0.3687623498664777,5,0.5732897011660606,0.4776871385780519,0.5133273871808366,mobile,5
14,332.49103588292394,385.85196579379146,49.90683616412834,116.7753373043319,386,333,0.19067001772563785,0.1895328208131193,1.5700721630228127,6,38.72783235552509,0,0.2688452079261839,5,0.5564660533617142,0.4563588681114015,0.524515130128558,mobile,5
15,332.7806619210095,387.03375902028716,44.58045203171308,116.03587594488042,387,333,0.19990911555705645,0.22097407545924935,1.3738732729599294,4,32.645456996154316,0,0.29798187278402455,5,1.2167655781325524,0.40133644530835677,0.9899064467900579,mobile,5
16,333.0158125090766,386.91956903572805,43.2099590155149,114.91574062717945,387,333,0.21297772404199528,0.2283204745721744,1.3382539635817554,7,26.05576465762827,0,0.31223348642797943,5,0.2614099302664966,0.4316050817064667,0.16757955728284346,mobile,5
17,330.156382397186,387.72241457748913,75.4153476333812,116.76873121370818,388,330,0.12576514888027066,0.13364477352949222,1.3401570210685874,4,32.54616787195371,0,0.1835151169921048,5,2.970000257358986,0.3621706064986461,0.9999999999999976,mobile,5
18,329.5882571005557,387.95479330819353,146.2786422297515,118.13993702306459,388,330,0.07210884549968241,0.07324470717449007,1.246517489245433,4,84.94614605269638,0,0.10278362091488052,5,0.6138128600437075,0.21033846745899756,0.9858492725123648,mobile,5
19,330.9179716673409,387.2599433070344,105.78002047179912,121.83292525705198,387,331,0.09365650008546755,0.10117469500963995,1.3126882040988994,5,122.49950185292691,0,0.13786899186747123,5,1.5003190838056912,0.17196607702371627,1.0,mobile,5
0,336.4709988983056,543.5834165450905,140.3387036903452,110.74131806941287,544,336,0.07101450881362631,0.07687887652921936,1.4062536292267087,4,35.60170959858936,0,0.10465859791930887,6,,,,mobile,6
1,335.6196077066602,542.8694104372905,155.81966024669032,109.84276782522196,543,336,0.0677628628488495,0.06687331086983238,1.3185445632166277,4,27.86228683989009,0,0.0952042293607024,6,1.1111578120082723,0.14148239256741735,0.9999999999999596,mobile,6
2,336.01243538622623,542.2988765294307,159.50671112083143,108.2352869159328,542,336,0.06530857982112562,0.06611454071036915,1.4143756430219017,4,27.093810760540332,0,0.09293192719187199,6,0.6926922302516892,0.13304205492911114,0.9999987013228441,mobile,6
3,335.9139331264327,542.4689598800381,163.57876295180643,108.30305140327437,543,336,0.06384026716271247,0.06574822803454038,1.3559018650328551,4,28.642535397006707,0,0.09164283496863476,6,0.1965478092940465,0.13051724902358242,0.6782206260865,mobile,6
4,336.4667842994085,543.7019221826693,151.2398865980726,106.66314472545609,544,337,0.06858730660593104,0.06790782850027194,1.3904242745384705,3,27.761481735114163,0,0.09651783150837123,6,1.3512366406999663,0.13309433120973546,1.0,mobile,6
5,335.8620030959291,543.520788111763,127.79379223773864,106.62876699271447,544,336,0.0802483038518403,0.07744639844202646,1.508845829425255,4,28.203104675292398,0,0.11152459326416933,6,0.6313238912991641,0.14749042918717384,0.9998949508366475,mobile,6
6,335.4552324399147,544.1198133640304,111.32612134957999,109.24814859229188,544,335,0.090327876388466,0.08953165630293095,1.4249705183169914,4,33.64972245565128,0,0.1271811414211877,6,0.7240812243446391,0.16915311890690798,0.9998950345291341,mobile,6
0,335.59422644969095,690.4535932732068,173.8201526959109,112.25623055856786,690,336,0.0652315656778694,0.05942066008541276,1.2194298354460513,4,77.6010524033476,0,0.08823815504515241,7,,,,mobile,7
1,335.06044686335497,690.1980569197797,119.11625414114148,111.67580791113848,690,335,0.0869385848084517,0.08946578366936611,1.3712721629795308,5,78.98549117369863,0,0.12474952495328455,7,0.5917934392267753,0.15280188474571418,0.9994468354981735,mobile,7
2,333.8613523751659,690.5380888776192,150.18949640967347,110.57548303137543,691,334,0.06903655859816045,0.0699855313253588,1.2668139875109905,4,99.21455608882124,0,0.09830575272063187,7,1.2463744718011531,0.1588284136860914,0.9999999999999575,mobile,7
3,332.7076278696622,690.1087132279644,120.58589252312284,108.45216019051615,690,333,0.0840442895504551,0.08359130677273095,1.4443862806450378,3,38.64866545069513,0,0.11853669969259965,7,1.2310335832609458,0.1539966564311822,0.9999999999999867,mobile,7
4,331.95592604092417,691.0650429543707,137.52587334507095,107.95023882634095,691,332,0.07730421841307793,0.07303715617565794,1.2998821065400332,5,34.884022035759074,0,0.1063502156400461,7,1.2163972151137694,0.15925237059679162,0.9999999999997856,mobile,7
5,331.85603870808734,691.1485990767202,154.88675192759965,106.9119789937803,691,332,0.06961631314291218,0.06601136729094187,1.3568947459742706,5,37.735561720199264,0,0.09593712350926328,7,0.13022712790865187,0.14322813981168625,0.3385681784124095,mobile,7
6,332.29218479621323,691.5624282433455,126.60791292085648,106.2769396923482,691,332,0.08015137261741041,0.07890238463222551,1.3753567245635991,5,36.2248412308496,0,0.11247145785979047,7,0.6012303962187172,0.14783017452583308,0.9997440130674599,mobile,7
7,333.3215074067256,690.9921925593657,114.26574217111074,107.72698639311145,691,333,0.08713069086966832,0.0878983614748841,1.3698217156048285,4,26.401387896280717,0,0.12376542021661419,7,1.1767216203486195,0.16723548688750756,0.9999999999822541,mobile,7
8,333.9219589109357,690.5888915374687,97.28974569340812,106.5806903954789,691,334,0.10523709544829558,0.10059564590470549,1.5271541699181743,5,42.61974986613087,0,0.14558272642514483,7,0.7233213139202509,0.19108168272959514,0.999226543159581,mobile,7
9,334.09071554796424,690.5999070162046,116.05356498720751,107.39957294846536,691,334,0.0846618890197852,0.08601086176896147,1.294915958809541,4,38.89503823849452,0,0.12068762900412712,7,0.16911576896600158,0.18910270761683023,0.32960755750243087,mobile,7
10,333.769102363988,690.601449330918,120.49128841188471,108.23045588728161,691,334,0.08865251386498219,0.07888419084324405,1.1647771696316753,5,50.9352643090133,0,0.11866753464858958,7,0.32161688208489553,0.16925568697746032,0.8355829141957171,mobile,7
11,334.42125127740024,690.3182800773384,121.04124173491542,110.27379240926774,690,334,0.08553609483865832,0.08142179295631184,1.3199164828640029,4,55.89291269468471,0,0.11809289516507106,7,0.7109732986811667,0.16741539853921045,0.9998787301549782,mobile,7
12,335.3182148812932,690.3454530814247,128.0241290734024,109.85278360975187,690,335,0.08323736606716009,0.0766686085199203,1.1929806940098107,5,61.11178126374263,0,0.11316596061616413,7,0.897375104880752,0.16356181256836105,0.9999997091952351,mobile,7
13,335.5200086348086,691.6198111073999,100.53543929810533,114.06522577201956,692,336,0.1042290720853149,0.09554356729130684,1.2302946953298033,5,148.25857768681973,0,0.14139403353223307,7,1.290236062635509,0.1811044101083501,0.9999999999904796,mobile,7
14,335.69636918958224,693.4480480155449,122.92027383230958,109.14060142043762,694,336,0.0808695940116655,0.08294618001301399,1.2604552114106409,6,89.16737699646278,0,0.11584455107756655,7,1.8367235060247675,0.18279013302932184,1.0,mobile,7
15,335.16231858776536,692.8535098285219,125.90472157277927,107.02065041933062,693,335,0.08211422120546842,0.0779878807424816,1.3186490873132015,3,30.986496127097904,0,0.11324687574888824,7,0.7991781410484662,0.1620025150460543,0.9999948051635729,mobile,7
16,335.7947453023483,693.4492426908832,97.41413250869523,106.56500292274788,693,336,0.09973278032986936,0.10020502277908873,1.2850077769897061,5,29.28438645191158,0,0.14137777075086333,7,0.8688274815033613,0.18114228917999187,0.9999898965802593,mobile,7
17,336.7778889569451,693.9515453988524,89.79254144166956,108.3785884888166,694,337,0.11056512135575135,0.10514756336547239,1.2311850788575152,4,21.464619784986276,0,0.15257999915489598,7,1.104028738759612,0.20801040888520875,0.9999992363241544,mobile,7
18,336.22340397411546,694.640396747557,50.81717145619755,107.67447173909727,695,336,0.17635521089326592,0.18948579075157282,1.4251896986069017,4,20.0645210919763,0,0.25885522074309636,7,0.8842905499866697,0.3004774225263276,0.9868388035033431,mobile,7
19,335.6409599668722,694.3306818196467,28.500625018525977,105.56417203115748,695,336,0.30892146056415787,0.30565004413035946,2.051849893287158,4,12.345202914988,0,0.434573835238597,7,0.6596698857338676,0.5058264955297819,0.5727534246987875,mobile,7
0,336.64796275150485,473.2652098000886,102.58375245814287,113.5751395608634,473,337,0.09484698464938963,0.09977066263924043,1.3544923393223811,4,57.247991975630605,0,0.1376594915745176,8,,,,mobile,8
1,336.54318342579666,473.70163993141534,113.37500104594378,107.95830457023916,474,337,0.08817911547693351,0.0866350333087775,1.3737007754629864,5,33.73774081712851,0,0.1236170918712593,8,0.4488317798749809,0.18501708305792208,0.9472652248093485,mobile,8
2,336.50507476130696,473.90247989835177,109.70245498222508,108.75348900114729,474,337,0.09589173467869014,0.08660649536149403,1.2752049274442112,4,31.994985869227012,0,0.12921265347669628,8,0.20442348844546676,0.1788214059367506,0.4797366964124389,mobile,8
3,336.5871064393193,472.73376414443965,113.4187694372469,110.0089651339649,473,337,0.09235552982340645,0.08490721925460942,1.3407510412757322,5,31.553396196424448,0,0.1254542935515259,8,1.1715911017244491,0.18009633419090246,0.9999999993537537,mobile,8
4,336.607416521688,472.531150819697,112.60722206714314,109.98026516332556,473,337,0.09385638509638354,0.08560523928988326,1.3708484537756038,5,48.13767590608241,0,0.12703258643843643,8,0.2036287278580406,0.17853867308723692,0.4781653149369074,mobile,8
5,336.54371049904165,473.16709363944136,93.66619231009632,111.77229301490107,473,336,0.10487767217346479,0.1047824995773108,1.3259125454381444,5,54.202525306604244,0,0.14825214446406462,8,0.6391257523412753,0.19523313334429868,0.9952915930983093,mobile,8
6,336.1036107222675,472.03173931871567,107.36264779751558,118.3215159734789,472,336,0.10249619680308433,0.09149801401264361,1.095852089071882,5,142.0311519844391,0,0.13739489410947747,8,1.2176687756147704,0.20212880859874582,0.9999999868339483,mobile,8
7,336.305702397055,472.4647168415321,95.61533576466447,115.38517973279302,473,336,0.10926122906443182,0.1013198769825947,1.327997075070982,5,76.7429824349349,0,0.14900917303454297,8,0.47781856418797825,0.20268470730618257,0.937885725089944,mobile,8
8,336.79084013105575,472.58456862408343,109.03217267337169,115.88635365312847,473,337,0.09502704604493799,0.09265521258347095,1.2898743356516746,5,105.90320705659117,0,0.1327219947820065,8,0.4997229939998134,0.19954664003022785,0.9565323568994487,mobile,8
